,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
79,hillsborough,20,US,1586532998,76,37.57,-122.38,14.0,4.1
80,vaini,20,TO,1586533227,88,-21.2,-175.2,20.0,3.1
81,puerto rico,20,ES,1586533227,64,36.59,-6.23,22.0,4.1
82,uchana,25,IN,1586533227,19,29.47,76.17,30.25,2.64
83,pochutla,20,MX,1586533227,48,15.74,-96.47,31.67,4.81
84,toamasina,40,MG,1586533227,74,-18.17,49.38,27.0,5.1
85,chany,98,RU,1586533228,81,55.31,76.76,1.78,3.22
86,ahuimanu,75,US,1586533228,83,21.44,-157.84,22.0,1.5
87,lagoa,0,PT,1586533228,65,39.05,-27.98,16.93,1.56
88,hay river,88,GB,1586533228,46,52.07,-3.13,22.78,0.45
89,peniche,40,PT,1586533228,72,39.36,-9.38,20.0,3.6
90,sao geraldo do araguaia,0,IN,1586533228,11,20.51,76.21,32.25,1.89
91,nanortalik,100,GL,1586533204,80,60.14,-45.24,2.17,4.57
92,hovd,100,MN,1586533228,26,48.01,91.64,9.87,4.86
93,tezu,0,IN,1586533228,30,27.92,96.17,23.2,1.84
94,clarence town,90,US,1586533228,64,42.98,-78.59,5.0,8.2
95,tuatapere,0,NZ,1586533198,94,-46.13,167.68,6.67,0.89
96,narsaq,100,GL,1586533228,28,60.92,-46.05,6.0,21.1
97,sinop,0,TR,1586533229,49,41.77,34.87,8.33,2.55
98,dikson,100,RU,1586533229,97,73.51,80.55,-7.82,3.0
99,ribeira grande,75,ES,1586533229,100,42.75,-8.44,15.56,2.1
100,svetlogorsk,72,BY,1586533229,48,52.63,29.73,9.09,5.24
101,castro,70,BR,1586533229,45,-24.79,-50.01,19.87,1.59
102,ler,77,SS,1586533229,29,8.3,30.14,36.08,0.91
103,stromness,20,GB,1586533229,87,58.97,-3.3,9.0,3.1
104,arman,0,RU,1586533230,89,59.7,150.17,-7.78,0.9
105,freeport,90,US,1586533166,45,40.66,-73.58,8.33,10.8
106,kingston,20,JM,1586533230,66,18.0,-76.79,30.0,2.1
107,tiksi,91,RU,1586533230,92,71.69,128.87,-4.34,10.02
108,ukiah,1,US,1586533035,76,39.15,-123.21,12.78,0.69
109,butaritari,100,KI,1586533230,73,3.07,172.79,28.67,2.99
110,maceio,40,BR,1586533230,62,-9.67,-35.74,32.0,4.1
111,turukhansk,100,RU,1586533230,90,65.82,87.98,0.62,10.19
112,mataura,12,NZ,1586533230,95,-46.19,168.86,6.67,0.89
113,provideniya,100,RU,1586533231,92,64.38,-173.3,-12.83,6.23
114,qaanaaq,0,GL,1586533231,82,77.48,-69.36,-13.57,1.22
115,laguna,1,US,1586533231,93,38.42,-121.42,13.89,0.86
116,namyslow,34,PL,1586533231,28,51.08,17.72,15.0,2.1
117,ilulissat,40,GL,1586533231,50,69.22,-51.1,1.0,7.7
118,bluff,19,NZ,1586533231,95,-46.6,168.33,6.67,0.89
119,havre-saint-pierre,90,CA,1586533231,59,50.23,-63.6,1.0,8.7
120,arraial do cabo,1,BR,1586533231,41,-22.84,-46.65,24.0,3.1
121,saint-georges,20,GD,1586533231,79,12.06,-61.75,29.0,7.7
122,avera,1,US,1586533182,23,33.19,-82.53,18.0,8.2
123,jefferson city,1,US,1586533232,48,38.18,-85.65,8.33,5.1
124,maumere,4,ID,1586533232,74,-8.62,122.21,26.82,2.2
125,portland,20,US,1586532998,76,45.52,-122.68,11.11,2.1
126,bredasdorp,0,ZA,1586533232,49,-34.53,20.04,23.0,5.7
127,port hardy,68,CD,1586533224,55,-7.03,29.76,26.07,2.54
128,usinsk,88,RU,1586533232,93,65.99,57.53,-5.91,4.01
129,ligayan,2,PH,1586533232,71,4.65,119.47,28.48,3.76
130,yeniseysk,36,RU,1586533232,93,58.45,92.17,-0.29,2.73
131,vila velha,75,PT,1586533232,93,42.03,-8.16,15.56,2.6
132,njombe,52,TZ,1586533233,55,-9.33,34.77,16.65,3.36
133,marawi,36,PH,1586533233,75,8.0,124.29,19.98,0.64
134,saint-ambroise,75,CA,1586533233,44,48.55,-71.33,3.0,3.41
135,bambous virieux,40,MU,1586533233,78,-20.26,57.41,26.0,6.2
136,assare,93,BR,1586533233,60,-6.87,-39.88,29.26,1.52
137,noyabrsk,100,RU,1586533233,88,63.2,75.45,1.07,7.69
138,balkanabat,69,TM,1586533233,32,39.51,54.37,16.15,1.44
139,nyurba,18,RU,1586533233,94,63.28,118.33,-1.31,3.37
140,puerto del rosario,20,ES,1586533233,64,36.59,-6.23,22.0,4.1
141,yamada,17,JP,1586533234,81,39.47,141.95,2.54,2.59
142,tuktoyaktuk,75,CA,1586533196,83,69.45,-133.04,-21.0,4.1
143,ponta do sol,40,PT,1586533234,77,38.73,-28.27,19.0,3.6
144,hofn,100,IS,1586533124,88,64.25,-15.21,3.18,4.74
145,ahipara,37,NZ,1586533234,78,-35.17,173.17,14.93,1.3
146,antalaha,13,MG,1586533232,82,-14.9,50.28,25.79,5.14
147,hambantota,11,LK,1586533234,78,6.12,81.12,27.93,4.02
148,necochea,0,AR,1586533234,56,-38.55,-58.74,22.22,4.92
149,ocos,5,GT,1586533234,70,14.51,-92.19,31.0,2.6
150,sirohi,8,IN,1586533234,15,24.88,72.87,30.79,2.38
151,medina,15,SA,1586532975,5,24.47,39.61,30.0,6.7
152,becsehely,2,HU,1586533234,32,46.45,16.78,22.78,5.1
153,haines junction,1,US,1586533234,82,59.23,-135.44,0.0,5.1
154,hami,0,CN,1586533234,16,42.8,93.45,16.66,6.72
155,mirnyy,2,RU,1586533235,58,62.54,113.96,-1.0,3.0
156,nagato,40,JP,1586533235,57,34.38,131.2,10.0,3.6
157,outlook,100,CA,1586533235,77,51.5,-107.05,3.33,1.79
158,mapimi,75,MX,1586533235,38,25.82,-103.85,25.0,2.6
159,kaohsiung,20,TW,1586533235,73,22.62,120.31,23.89,1.29
160,mount gambier,100,GB,1586533051,46,53.66,-1.85,22.22,3.1
161,montepuez,4,MZ,1586533235,79,-13.13,39.0,22.82,2.93
162,nikolskoye,40,RU,1586533235,60,59.7,30.79,5.0,8.0
163,didao,94,CN,1586533235,56,45.37,130.8,5.52,2.08
164,wick,99,GB,1586533235,87,58.43,-3.08,9.0,3.6
165,petropavlovsk-kamchatskiy,75,RU,1586533192,79,53.05,158.65,-2.0,1.0
166,rio gallegos,0,GR,1586533235,52,38.3,21.78,19.0,1.5
167,mar del plata,75,ES,1586533235,88,43.4,-4.01,17.0,1.0
168,benghazi,0,LY,1586533235,60,32.12,20.07,16.93,6.54
169,syracuse,25,IT,1586533236,55,37.09,15.28,20.0,4.6
170,gizo,37,SB,1586533236,81,-8.1,156.84,27.32,3.22
171,komsomolskiy,91,UZ,1586533236,57,40.43,71.72,11.0,2.1
172,corlu,0,TR,1586533236,44,41.16,27.8,15.56,3.1
173,barra patuca,97,BR,1586533085,60,-11.09,-43.14,28.22,2.52
174,govindgarh,37,IN,1586533236,16,27.5,76.98,31.46,1.68
175,gamba,75,GA,1586533236,82,-2.65,10.0,28.01,5.26
176,mizdah,16,LY,1586533236,21,31.45,12.98,21.42,1.65
177,kizilskoye,0,RU,1586533237,57,52.73,58.89,5.57,3.22
178,mahebourg,40,MU,1586533237,78,-20.41,57.7,26.0,6.2
179,airai,58,TL,1586533237,73,-8.93,125.41,16.13,0.65
180,saint-augustin,95,CA,1586533237,91,51.23,-58.65,0.31,7.6
181,kango,73,GA,1586533237,62,0.19,10.1,32.16,1.53
182,orikum,0,AL,1586533237,67,40.33,19.47,16.86,5.72
183,bethel,90,US,1586533237,48,41.37,-73.41,8.33,6.7
184,puerto ayacucho,20,ES,1586533233,64,36.59,-6.23,22.0,4.1
185,minot,75,US,1586532988,41,48.23,-101.3,4.44,6.2
186,san pedro,60,ML,1586533039,6,13.3,-4.9,40.99,1.47
187,newport,76,GB,1586533234,40,51.59,-3.0,22.78,4.6
188,fairbanks,90,US,1586533201,66,64.84,-147.72,-8.89,1.42
189,vanavara,100,RU,1586533238,83,60.34,102.28,0.35,1.21
190,kalabo,98,ZM,1586533233,52,-14.97,22.68,24.73,3.47
191,auki,1,SB,1586533238,79,-8.77,160.7,27.06,2.27
192,xichang,18,CN,1586533238,39,27.9,102.26,14.1,1.3
193,kalmunai,69,LK,1586533238,73,7.42,81.82,28.16,4.44
194,puerto castilla,20,ES,1586533227,64,36.59,-6.23,22.0,4.1
195,bathsheba,20,BB,1586533238,62,13.22,-59.52,30.0,7.7
196,rio bueno,0,GR,1586533239,52,38.3,21.78,19.0,1.5
197,nam tha,91,CN,1586533239,11,29.42,90.91,7.87,1.74
198,bowen,81,AU,1586533239,88,-20.02,148.23,21.67,0.5
199,sao joao da barra,0,IN,1586533239,11,20.51,76.21,32.25,1.89
200,bakel,0,SN,1586533239,6,14.9,-12.46,41.83,1.2
201,kim,75,TJ,1586533239,30,40.21,70.47,14.0,6.0
202,guantanamo,40,CU,1586533239,78,20.14,-75.21,29.0,3.1
203,lazaro cardenas,0,DO,1586533239,60,19.46,-71.33,32.22,0.45
204,chokurdakh,81,RU,1586533200,97,70.63,147.92,-2.93,4.66
205,vila do maio,75,PT,1586533240,93,42.03,-8.16,15.56,2.6
206,pringsewu,86,ID,1586533240,86,-5.36,104.97,24.52,1.99
207,vostok,67,RU,1586533240,76,46.49,135.88,-1.99,1.51
208,tilichiki,36,RU,1586533191,91,60.47,166.1,-16.64,2.84
209,evensk,5,RU,1586533240,84,61.95,159.23,-13.94,3.38
210,severo-kurilsk,85,RU,1586533240,95,50.68,156.12,-0.2,7.64
211,port hedland,68,CD,1586533224,55,-7.03,29.76,26.07,2.54
212,torbay,90,CA,1586533240,91,47.67,-52.73,0.56,10.8
213,lima,90,PE,1586533088,88,-12.04,-77.03,22.0,1.5
214,taoudenni,0,ML,1586533241,6,22.68,-3.98,41.09,2.01
215,port blair,68,CD,1586533241,55,-7.03,29.76,26.07,2.54
216,abu dhabi,12,IN,1586533241,15,24.6,72.7,25.3,2.71
217,alofi,100,NU,1586533186,83,-19.06,-169.92,24.0,2.1
218,kiunga,100,PG,1586533241,96,-6.12,141.29,23.25,0.51
219,itarema,100,BR,1586533241,72,-2.92,-39.92,29.85,4.0
220,salalah,20,OM,1586532967,74,17.02,54.09,28.0,3.6
221,port elizabeth,68,CD,1586533226,55,-7.03,29.76,26.07,2.54
222,iquitos,75,PE,1586533241,83,-3.75,-73.25,27.0,1.5
223,taguatinga,56,BR,1586533241,66,-12.39,-46.57,28.71,2.6
224,alice springs,90,US,1586533241,83,27.75,-98.07,23.0,5.7
225,saint-francois,0,FR,1586533242,22,46.42,3.91,24.0,2.1
226,chicama,67,PE,1586533242,88,-7.84,-79.15,21.0,4.6
227,krasnyy,63,RU,1586533242,51,54.57,31.43,7.78,5.92
228,panama city,20,PA,1586533242,70,9.0,-80.0,32.22,6.2
229,pisco,8,PE,1586533242,30,-13.7,-76.22,23.89,3.1
230,nara,43,JP,1586533242,65,34.69,135.8,8.0,6.2
231,koutsouras,0,GR,1586533243,58,35.03,25.95,16.47,5.6
232,orchard homes,75,CA,1586533243,64,43.4,-79.79,6.11,8.7
233,nome,90,US,1586533243,85,64.5,-165.41,-6.0,2.31
234,solt,45,HU,1586533243,39,46.8,19.0,21.0,4.1
235,socorro,20,US,1586533198,18,31.65,-106.3,20.56,2.1
236,pouso alegre,75,ES,1586533243,100,42.66,-8.99,15.56,2.1
237,lebu,36,CL,1586533243,61,-37.62,-73.65,16.09,1.18
238,coahuayana,5,MX,1586533243,34,18.73,-103.68,28.0,2.6
239,koutiala,22,ML,1586533037,10,12.39,-5.46,40.18,2.81
240,orkney,100,ZA,1586533244,23,-26.98,26.67,25.28,2.63
241,vila franca do campo,75,PT,1586533244,93,42.03,-8.16,15.56,2.6
242,japura,49,ID,1586533244,94,-0.32,102.35,23.97,0.91
243,pervomayskiy,100,RU,1586533210,72,53.25,40.29,7.44,3.3
244,pangnirtung,0,CA,1586533244,82,66.15,-65.71,-6.4,0.5
245,palatka,20,US,1586533244,43,29.65,-81.64,24.44,2.6
246,kutum,20,SD,1586533244,9,14.2,24.67,33.98,3.46
247,savannah bight,1,US,1586533244,30,32.08,-81.1,22.0,8.2
248,qena,0,EG,1586533244,20,26.16,32.72,24.73,8.41
249,khanpur,50,PK,1586533244,22,28.65,70.66,31.71,2.86
250,abalak,86,RU,1586533244,94,58.13,68.59,1.97,3.5
251,wuda,0,CN,1586533244,30,39.5,106.71,6.76,4.7
252,lakes entrance,1,US,1586533244,53,61.61,-149.31,-6.0,4.6
253,tasiilaq,20,GL,1586533244,68,65.61,-37.64,-3.0,0.5
254,yulara,0,AU,1586533245,33,-25.24,130.99,17.0,1.5
255,bilma,6,NE,1586533245,8,18.69,12.92,36.01,4.45
256,namibe,4,AO,1586533245,51,-15.2,12.15,27.31,7.98
257,dongsheng,64,CN,1586533245,34,39.82,109.98,4.29,4.88
258,oranjemund,0,NA,1586533245,50,-28.55,16.43,19.8,6.09
259,corowa,90,AU,1586533245,87,-36.03,146.38,15.0,5.1
260,blatec,0,MK,1586533246,31,41.84,22.58,17.87,2.4
261,vila,75,PT,1586533246,93,42.03,-8.16,15.56,2.6
262,meulaboh,91,ID,1586533227,80,4.14,96.13,26.97,0.6
263,malabo,36,GQ,1586533202,75,3.75,8.78,28.12,3.27
264,sinnamary,73,GF,1586533214,74,5.38,-52.95,27.93,6.2
265,flinders,0,AU,1586533214,72,-34.58,150.86,17.78,9.8
266,bandarbeyla,0,SO,1586533246,62,9.49,50.81,27.97,5.17
267,chuy,7,UY,1586533246,58,-33.7,-53.46,20.65,3.86
268,mahibadhoo,21,MV,1586533246,69,3.78,72.97,29.44,1.82
269,kruisfontein,99,ZA,1586533247,43,-34.0,24.73,20.65,2.27
270,sola,34,VU,1586533247,77,-13.88,167.55,26.81,7.71
271,comodoro rivadavia,69,BR,1586533247,49,-13.66,-59.79,26.73,1.63
272,celestun,96,MX,1586533247,60,20.87,-90.4,27.18,5.12
273,qujing,1,CN,1586533247,36,25.48,103.78,14.04,4.29
274,brigantine,40,US,1586533247,34,39.41,-74.36,9.0,13.9
275,kodiak,1,US,1586533185,79,57.79,-152.41,-5.0,2.6
276,cayenne,75,GF,1586533071,70,4.93,-52.33,30.0,6.2
277,namtsy,100,RU,1586533247,34,62.72,129.67,9.0,8.0
278,boa vista,66,CM,1586533247,63,4.43,8.97,30.56,4.0
279,owensboro,1,US,1586533226,42,37.77,-87.11,7.22,6.2
280,vardo,100,NO,1586533247,91,70.37,31.11,-0.92,9.01
281,erzin,40,TR,1586533247,63,36.96,36.2,18.0,7.2
282,remedios,2,CU,1586533248,48,22.49,-79.55,31.0,2.6
283,gilleleje,21,DK,1586533248,65,56.12,12.31,10.56,5.1
284,maloyaroslavets,20,RU,1586533248,36,55.01,36.47,8.0,5.0
285,ulagan,96,RU,1586533248,61,50.63,87.96,-1.98,0.42
286,sur,77,OM,1586533185,51,22.57,59.53,30.48,4.76
287,almenara,95,BR,1586533248,76,-16.18,-40.69,25.88,1.52
288,arcos,89,BR,1586533248,62,-20.28,-45.54,24.56,1.44
289,alyangula,90,AU,1586533248,100,-13.85,136.42,24.0,4.13
290,havelock,40,US,1586533138,36,34.88,-76.9,17.0,6.2
291,faya,20,SA,1586533248,56,18.39,42.45,22.0,3.6
292,fuerte olimpo,64,PH,1586533248,71,17.54,120.36,26.34,1.62
293,kokopo,92,PG,1586533249,78,-4.35,152.26,26.25,1.13
294,stony plain,99,PL,1586533249,36,53.98,17.8,13.89,5.1
295,netishyn,0,UA,1586533249,18,50.34,26.64,12.0,6.0
296,faanui,9,PF,1586533249,75,-16.48,-151.75,28.1,4.15
297,pegnitz,8,DE,1586533249,32,49.76,11.54,21.67,2.1
298,lethem,95,GY,1586533249,48,3.38,-59.8,32.74,3.98
299,lompoc,20,US,1586533249,93,34.64,-120.46,11.67,2.62
300,margate,30,GB,1586533187,71,51.38,1.39,19.44,4.1
301,atambua,5,ID,1586533250,76,-9.11,124.89,23.35,2.06
302,carnarvon,56,AU,1586533250,100,-24.87,113.63,25.0,5.7
303,buala,28,SB,1586533240,79,-8.14,159.59,27.57,2.31
304,cabedelo,75,BR,1586533250,66,-6.98,-34.83,30.0,2.6
305,mastic beach,90,US,1586533043,45,40.8,-72.84,8.0,9.8
306,kuala kedah,40,ID,1586533250,94,3.38,98.62,27.0,1.5
307,goderich,97,CA,1586533250,83,43.75,-81.72,2.22,7.15
308,hamilton,40,US,1586533250,52,39.18,-84.53,7.22,5.7
309,elk city,67,PL,1586533250,94,53.83,22.36,10.56,4.54
310,korla,86,CN,1586533250,22,41.76,86.15,15.31,5.25
311,ayan,0,RU,1586533251,91,56.45,138.17,-2.14,3.58
312,victoria,40,HK,1586533238,83,22.29,114.16,22.22,4.6
313,naqadeh,0,IR,1586533100,35,36.96,45.39,11.59,4.03
314,fort nelson,100,NL,1586533251,43,52.65,6.39,16.67,4.1
315,jimo,100,CN,1586533251,81,36.39,120.46,9.44,1.0
316,mys shmidta,100,RU,1586533251,93,62.06,48.62,0.27,4.26
317,port keats,68,CD,1586533251,55,-7.03,29.76,26.07,2.54
318,coquimbo,93,CL,1586533215,60,-29.95,-71.34,20.0,3.6
319,altay,35,CN,1586533251,48,47.87,88.12,4.23,1.4
320,tazmalt,40,DZ,1586533251,72,36.39,4.4,18.0,2.1
321,nador,20,MA,1586533024,72,35.17,-2.93,19.0,3.6
322,padang,94,ID,1586533251,76,-0.95,100.35,26.4,0.68
323,hasaki,20,JP,1586533251,60,35.73,140.83,5.0,1.0
324,quesnel,90,CA,1586533251,72,53.0,-122.5,0.0,1.5
325,gayny,96,RU,1586533252,80,60.31,54.32,6.62,5.11
326,tateyama,6,JP,1586533252,45,34.98,139.87,9.44,8.7
327,bosobolo,19,CD,1586533252,46,4.18,19.9,32.49,0.5
328,puerto escondido,20,ES,1586533233,64,36.59,-6.23,22.0,4.1
329,birao,45,CF,1586533252,12,10.28,22.79,39.65,3.99
330,geraldton,7,AU,1586533252,60,-28.77,114.6,21.0,3.1
331,ixtapa,5,MX,1586533252,78,20.7,-105.2,25.0,1.62
332,puerto quijarro,20,ES,1586533233,64,36.59,-6.23,22.0,4.1
333,itoman,40,JP,1586533124,60,26.12,127.67,20.0,2.1
334,ossora,100,RU,1586533252,94,59.24,163.07,-11.14,1.76
335,mount darwin,100,GB,1586533224,46,53.66,-1.85,22.22,3.1
336,gat,40,IL,1586533201,77,31.61,34.76,16.11,3.6
337,utete,60,TZ,1586533253,90,-7.99,38.76,26.28,1.59
338,kontagora,99,NG,1586533253,26,10.4,5.47,33.67,3.35
339,grand-santi,93,GF,1586533253,84,4.25,-54.38,27.87,2.01
340,aleksandrovka,74,UA,1586533253,31,46.84,32.76,19.44,7.63
341,isangel,73,VU,1586533253,69,-19.55,169.27,24.48,4.45
342,kang,93,BW,1586533253,31,-23.68,22.79,25.08,4.0
343,scottsbluff,1,US,1586533253,45,41.87,-103.67,12.0,1.5
344,byron bay,1,US,1586533253,51,44.03,-92.65,4.44,2.6
345,vulcan,58,RO,1586533253,33,45.38,23.27,15.8,3.49
346,anadyr,75,RU,1586533254,83,64.75,177.48,-21.67,3.0
347,gisborne,91,NZ,1586533254,96,-38.65,178.0,12.78,1.34
348,sri aman,39,MA,1586533254,50,30.04,-8.8,25.0,5.7
349,codrington,96,AU,1586533254,79,-38.27,141.97,15.06,11.82
350,dunmore town,90,US,1586533254,48,41.42,-75.63,6.67,8.2
351,cidreira,12,BR,1586533254,67,-30.18,-50.21,20.27,4.28
352,manicore,93,BR,1586533254,62,-5.81,-61.3,30.85,0.86
353,sambava,3,MG,1586533255,82,-14.27,50.17,25.54,4.37
354,shelburne,90,CA,1586533255,69,44.08,-80.2,5.0,10.3
355,nanuet,75,US,1586533197,44,41.09,-74.01,8.33,9.8
356,sibolga,89,ID,1586533213,80,1.74,98.78,25.72,0.46
357,angoche,5,MZ,1586533255,79,-16.23,39.91,26.13,5.28
358,mabaruma,99,GY,1586533255,66,8.2,-59.78,28.44,3.21
359,roald,100,NO,1586533255,70,62.58,6.13,7.22,8.2
360,poum,57,NC,1586533255,74,-20.23,164.02,25.15,6.19
361,lufilufi,100,WS,1586533255,88,-13.87,-171.6,26.67,2.83
362,marathon,90,US,1586533255,50,44.9,-89.77,3.33,4.1
363,wairoa,94,NZ,1586533255,96,-39.03,177.37,12.78,1.34
364,yumen,1,CN,1586533255,20,40.28,97.2,8.58,10.34
365,beringovskiy,100,RU,1586533256,94,63.05,179.32,-13.9,6.57
366,monte azul,1,FR,1586533256,52,42.47,9.39,19.0,2.6
367,riyadh,100,SA,1586532961,10,24.69,46.72,38.0,4.1
368,saint-pierre,84,RE,1586533256,74,-21.34,55.48,26.0,8.7
369,kaitangata,43,NZ,1586533256,86,-46.28,169.85,12.22,1.82
370,sidi bin nur,21,CF,1586533256,42,5.08,19.88,34.06,0.9
371,qaqortoq,100,GL,1586533256,28,60.72,-46.03,6.0,21.1
372,talnakh,90,RU,1586533250,96,69.49,88.4,0.0,16.0
373,dengzhou,100,CN,1586533256,59,37.81,120.75,7.46,4.41
374,ouadda,60,CF,1586533256,23,8.08,22.4,35.21,1.5
375,paamiut,100,GL,1586533256,77,61.99,-49.67,2.6,5.85
376,iwaki,1,JP,1586533257,66,37.05,140.88,7.78,0.45
377,progreso,75,MX,1586533257,62,21.28,-89.67,31.67,5.1
378,shubarshi,91,KZ,1586533257,49,48.59,57.19,8.65,3.6
379,tautira,40,PF,1586533247,74,-17.73,-149.15,27.0,1.5
380,bosaso,0,SO,1586533257,61,11.28,49.18,29.56,3.07
381,mikuni,75,JP,1586533257,86,36.22,136.15,5.0,2.6
382,sakakah,40,SA,1586533257,26,29.97,40.21,21.0,4.1
383,boguchany,100,RU,1586533257,91,58.38,97.45,0.1,1.81
384,san cristobal,60,ML,1586533257,6,13.3,-4.9,40.99,1.47
385,svetlyy,82,RU,1586533257,29,54.67,20.13,10.0,5.0
386,lasa,5,IT,1586533257,31,46.62,10.7,26.0,2.6
